rule lifelib b2-ak3eqry4aciw5-akr6-a7es012aik3ry4rwyz5ekqry6n7c8 1.
rule lifelib b2eik3ciy4ijnrtw5-ae7s12eik3-cer4eikqry5-ekqy7c 2.
rule lifelib b2cek3ejkn4aceijnt5-cejr6cek7es1c2ikn3-ijy4-aekqr5ejny6kn7c8 3.
rule lifelib b2ekn3eiry4aertwyz5-aknr6-in8s01c2ak3-eiy4-acntw5-er6ack7c 4.
rule lifelib b2-ac3aikqy4acejnqz5-cn6cn7es2ein3-eqr4-cijwy5-ijqy6-cn8 5.
rule lifelib b2-ac3-ekny4ajnryz5acknq6cik7es12cik3-jry4qtw5acnqr6ein7 6.
rule lifelib b2cn3ainqy4aeijqrw5-ceiy6en7e8s01c2-n3ciqry4ckrwy5-aen6kn7e8 7.
rule lifelib b2ce3iry4cijnqt5-ceik6-e7es1c23acijr4-rwyz5qy7c8 8.
rule lifelib b2cei3enr4ijkqwy5-qr6ci78s01c2in3einy4-cntz5ajqy6en7e 9.
rule lifelib b2c3-kqry4-ekrw5ceq6cns01c2-en3-ceq4ejkrwyz5cinr7c8 10.
rule lifelib b2-ae3-ejky4aeinry5aenqy6ce78s2-cn3-cenq4-akty5-ijk6cn7e 11.
rule lifelib b2-an3ajny4eijtw5cjnqr6-ek7es2-in3-cekr4acjknz5jkqry6ck78 12.
rule lifelib b2-ae3-ceik4aejkqt5-aijn6n7c8s02cen3aejq4-eiyz5akqr6ek 13.
rule lifelib b2-ai3ejqry4aijknr5inr6-an7es2-ck3cejr4eijqrwy5cknq6c78 14.
rule lifelib b2e3ijry4aejrwz5-eijy6-ck8s01e2ace3-i4acjnqwy5-jknr6-ck78 15.
rule lifelib b2ei3aeiq4-nqr5cnqry6cn7s012ei3ijkr4ajkrwyz5cjkny6aen8 16.
rule lifelib b2-ak3-enr4einwz5aejy6ci78s02aen3-jknq4cknqtwz5-air6ae7c8 17.
rule lifelib b2cek3-inr4ackqwyz5-jn6in7c8s1c2kn3eky4ceqrwyz5-acey6-ck78 18.
rule lifelib b2-ae3-cen4enz5-aeiy6-i7cs02ack3-aekq4-acny5ajkqy6ekn7e8 19.
rule lifelib b2cen3cin4ceknqtz5iny6ckn7e8s1e2ak3cjkq4-aciny5cijkr6aei7e8 20.
rule lifelib b2-ak3-cejy4jqrw5-acjq6aik7cs12ein3jkry4cejqtz5-ejry6ace7e 21.
rule lifelib b2en3cinqy4cknz5jqr6-in7c8s01e2kn3ejkq4eijknqz5ckq6-a8 22.
rule lifelib b2en3ijnr4-ikrt5acry6-n7es02ekn3-ikry4aeijrw5aejkr6ce7e 23.
rule lifelib b2ce3-cejq4ekqtyz5-anqy6cn7c8s12ik3jnr4erw5kqr6-kn7 24.
rule lifelib b2-ak3-aejq4eiqrt5-jnqy6cis02-ai3-acnr4-ajrty5ack6aik7e8 25.
rule lifelib b2-ak3ei4cijnwyz5aqy6ein78s01e2cik3-ikqy4cjnr5aei6-kn7e 26.
rule lifelib b2-a3ejy4aktw5aenry6eik7s2-ek3-cin4-jqz5acenq6cn78 27.
rule lifelib b2k3-ekqy4qwz5-iknr6ei7es1e2-ce3ceir4aciz5-ijnr6in8 28.
rule lifelib b2cn3-ijkq4-anrty5acikn6ac7c8s2-k3cjkn4cryz5cijkn6cik7 29.
rule lifelib b2cen3cejkr4cikrz5ay6-aes2ei3ejn4eknrwy5-ejkr6ack7e8 30.
rule lifelib b2-ak3eknr4eijnry5ceikq6-cn7e8s012ekn3inry4-acej5jn6-ak78 31.
rule lifelib b2ce3aijy4acknwy5aciky6-aes02cek3cinqr4-certy5jknr6acn 32.
rule lifelib b2ci3aeinr4-acijq5cen6-ans2-in3-ijkr4-ijnrt5kqr6-ei7c 33.
rule lifelib b2en3-ar4anty5aijkn6as1c2cen3acery4cjnrtwy5-ijqy6ack7e8 34.
rule lifelib b2-ae3-k4ackqw5-ikqr6-ai7es02ik3-knq4iqrtyz5cnqy6ci8 35.
rule lifelib b2en3aciqy4-aeit5ejnr6ein7es02-a3-aikn4-anrw5cekn6ci7e 36.
rule lifelib b2-an3-ajq4ikny5ciqry6-k7s01c2ein3aijkq4ejkrz5-ace6-in8 37.
rule lifelib b3-ckn4ceryz5cijry6an7s012n3-ejkq4aeiqwy5eijq6-ce7e 38.
rule lifelib b2-an3iknry4ceijrwz5cejqy6-ce7cs01c2-ik3-cjr4knw5cj6an7e 39.
rule lifelib b2in3-ekq4knrtwyz5-ijqy6-e7e8s01e2-ik3anr4-cekny5aekry6-e7c8 40.
rule lifelib b2ce3acjry4ijtw5ejkny67c8s1e2-ei3-jkry4ejknrty5-aejr6-ck 41.
rule lifelib b2cek3cky4cektwz5qr6ckn7s01c2aen3-eir4-aiqz5-acy6e 42.
rule lifelib b2e3-ckn4ijnqz5aciry6ei8s1c2aci3-jnqy4-acntz5-enqy6-ae7c8 43.
rule lifelib b2-ai3ainqy4cknr5aciky6aci78s1c2cik3anqy4eijkqrz5-ceqy6-kn7e 44.
rule lifelib b2cek3-eiqy4ckrwz5-kqr6cei7e8s01c2aci3ir4cz5-aeiq6ein7e8 45.
rule lifelib b2ci3ackr4aceqrw5cjqy6kn8s12-ek3ejky4acknw5enqy6eik7c8 46.
rule lifelib b2ei3iqy4iknqrwz5ain6ekn7c8s01c2cin3aciy4-jnqz5-eiy6akn7c8 47.
rule lifelib b2ckn3-ijr4cinqtw5ijknr6aei7s1e2en3-eknq4ajkqtyz5-cqry6an7 48.
rule lifelib b2ce3-en4cjknrwy5-ekny6aci7c8s02-an3kq4ackq5-cnqy678 49.
rule lifelib b2ik3-nqr4-jntyz5-ekqr6ac7e8s012ein3ck4aceknyz5aciny6ei7 50.
rule lifelib b2cek3cky4ikntz5-jqr6aces2-n3ejkn4-aqrtz5aejkq6cik7e 51.
rule lifelib b2-an3ejkqy4act5-iqy6-ce7c8s01e2-en3cknry4ekntw5ijknr6ck7e 52.
rule lifelib b2-a3acejr4-anwz5-anry6-an7c8s12aei3-jn4aijntwz5-eiqr6aen78 53.
rule lifelib b2eik3-ackn4acir5aij6-ci78s2ain3-ei4-eikz5cijr8 54.
rule lifelib b2-ai3ejkry4cijntwy5acekr6cek7cs12ce3q4-cnw5-aekn6ce7e8 55.
rule lifelib b2ik3-cej4-nrwy5ajn6in7cs01e2ak3cei4aijkty5-ejnr6cin8 56.
rule lifelib b2eik3-knry4-cjnz5ej67e8s1c2an3anqr4eikrwyz5cjkq6ain7e 57.
rule lifelib b2ei3-ejky4-cknry5ceijq6-in7s2-e3ain4aijknqz5-cij6-ci7e8 58.
rule lifelib b2-ak3acij4ekqrtw5-cqry6-ks012-ck3-knr4acijqry5-ejr6-cn 59.
rule lifelib b2ci3-cjkq4-aikqt5aeny6ae78s2ac3cjkqr4ikqw5ijkqy6-ak7c8 60.
rule lifelib b2-ak3ceir4aejky5-ekq6-a78s01e2cin3-ijqr4aciry5-cky6ack78 61.
rule lifelib b2ekn3-aknr4anz5ceij6i7e8s02ei3-ce4-nqty5aejn6ae8 62.
rule lifelib b2cn3-k4ajnqrwz5ciq6a7cs012k3-cnr4-aiqr5aeir6ci8 63.
rule lifelib b2ei3ijknr4aejnqrw5einr6ae7es012ekn3ekqy4cijnw5jnq6-e7c 64.
rule lifelib b2ekn3-ceqr4ceinrtw5-ceir6-ei78s02-in3ainq4aez5-cqry6-kn78 65.
rule lifelib b2cen3-ajnr4-jqwyz5aij6-cn8s01c2ae3-aeqr4ejknrz5n6ei7 66.
rule lifelib b2ekn3ijnry4aijnwyz5cq6ac7c8s012eik3-ckqr4aejknt5aceqr6-cn 67.
rule lifelib b2cek3cein4ikw5-cik6kn7cs12eik3-ae4-acenw5acjkn6aek7 68.
rule lifelib b2ce3ajnry4-acekr5-k6ac7es02aen3ciy4ajknrtz5enry6-ek8 69.
rule lifelib b2cen3aciqr4aekty5-cn6acn7e8s01e2cei3cnq4ceknq5-aeqr6cek78 70.
rule lifelib b2-ak3ae4-ceyz5-ciq6-cis01e2ac3-cej4-cejnr5-anqy6akn7e8 71.
