rule lifelib r3b13t17s13t22
rule lifelib r3b13t17s13t23
rule lifelib r3b13t17s13t24
rule lifelib r3b13t17s14t22
rule lifelib r3b13t17s14t23
rule lifelib r3b13t17s14t24
rule lifelib r3b13t17s15t22
rule lifelib r3b13t17s15t23
rule lifelib r3b13t17s15t24
rule lifelib r3b13t18s13t22
rule lifelib r3b13t18s13t23
rule lifelib r3b13t18s13t24
rule lifelib r3b13t18s14t22
rule lifelib r3b13t18s14t23
rule lifelib r3b13t18s14t24
rule lifelib r3b13t18s15t22
rule lifelib r3b13t18s15t23
rule lifelib r3b13t18s15t24
rule lifelib r3b13t19s13t22
rule lifelib r3b13t19s13t23
rule lifelib r3b13t19s13t24
rule lifelib r3b13t19s14t22
rule lifelib r3b13t19s14t23
rule lifelib r3b13t19s14t24
rule lifelib r3b13t19s15t22
rule lifelib r3b13t19s15t23
rule lifelib r3b13t19s15t24
rule lifelib r3b14t17s13t22
rule lifelib r3b14t17s13t23
rule lifelib r3b14t17s13t24
rule lifelib r3b14t17s14t22
rule lifelib r3b14t17s14t23
rule lifelib r3b14t17s14t24
rule lifelib r3b14t17s15t22
rule lifelib r3b14t17s15t23
rule lifelib r3b14t17s15t24
rule lifelib r3b14t18s13t22
rule lifelib r3b14t18s13t23
rule lifelib r3b14t18s13t24
rule lifelib r3b14t18s14t22
rule lifelib r3b14t18s14t23
rule lifelib r3b14t18s14t24
rule lifelib r3b14t18s15t22
rule lifelib r3b14t18s15t23
rule lifelib r3b14t18s15t24
rule lifelib r3b14t19s13t22
rule lifelib r3b14t19s13t23
rule lifelib r3b14t19s13t24
rule lifelib r3b14t19s14t22
rule lifelib r3b14t19s14t23
rule lifelib r3b14t19s14t24
rule lifelib r3b14t19s15t22
rule lifelib r3b14t19s15t23
rule lifelib r3b14t19s15t24
rule lifelib r3b15t17s13t22
rule lifelib r3b15t17s13t23
rule lifelib r3b15t17s13t24
rule lifelib r3b15t17s14t22
rule lifelib r3b15t17s14t23
rule lifelib r3b15t17s14t24
rule lifelib r3b15t17s15t22
rule lifelib r3b15t17s15t23
rule lifelib r3b15t17s15t24
rule lifelib r3b15t18s13t22
rule lifelib r3b15t18s13t23
rule lifelib r3b15t18s13t24
rule lifelib r3b15t18s14t22
rule lifelib r3b15t18s14t23
rule lifelib r3b15t18s14t24
rule lifelib r3b15t18s15t22
rule lifelib r3b15t18s15t23
rule lifelib r3b15t18s15t24
rule lifelib r3b15t19s13t22
rule lifelib r3b15t19s13t23
rule lifelib r3b15t19s13t24
rule lifelib r3b15t19s14t22
rule lifelib r3b15t19s14t23
rule lifelib r3b15t19s14t24
rule lifelib r3b15t19s15t22
rule lifelib r3b15t19s15t23
rule lifelib r3b15t19s15t24
