rule lifelib b3s23
rule lifelib r3b12t13s12t18
rule lifelib r3b12t13s12t19
rule lifelib r3b12t13s12t20
rule lifelib r3b12t14s12t18
rule lifelib r3b12t14s12t19
rule lifelib r3b12t14s12t20
rule lifelib r3b12t15s12t18
rule lifelib r3b12t15s12t19
rule lifelib r3b12t15s12t20
rule lifelib b3s23
rule lifelib r3b14t24s16t22
rule lifelib r3b14t24s16t23
rule lifelib r3b14t24s16t24
rule lifelib r3b14t25s16t22
rule lifelib r3b14t25s16t23
rule lifelib r3b14t25s16t24
rule lifelib r3b14t26s16t22
rule lifelib r3b14t26s16t23
rule lifelib r3b14t26s16t24
