soup time 3996 pop 18759 ratio 1.0 space 32768 30 34291 4022 rule lifelib r2bb400c0s3809e0 sumpop 112712196 i 30  Pw2ratio 0.572479 htratio 1.00651
soup time 3996 pop 16835 ratio 1.0 space 32768 30 32748 4032 rule lifelib r2b1900c0sed11e0 sumpop 81302904 i 32  Pw2ratio 0.513763 htratio 1.00901
soup time 3996 pop 15947 ratio 0.5 space 32768 30 32763 4031 rule lifelib r2bd1a2c0s6601e0 sumpop 252106908 i 9  Pw2ratio 0.486664 htratio 1.00876
soup time 3996 pop 14009 ratio 1.0 space 32768 30 35061 4013 rule lifelib r2b8a00c0scac1e0 sumpop 59435832 i 11  Pw2ratio 0.427521 htratio 1.00425
soup time 3996 pop 13515 ratio 1.0 space 32768 30 34758 4021 rule lifelib r2b8c00c0s8ca1e0 sumpop 59320560 i 29  Pw2ratio 0.412445 htratio 1.00626
soup time 3996 pop 13425 ratio 1.0 space 32768 30 32731 4044 rule lifelib r2b1400c0s04a1e0 sumpop 59058588 i 46  Pw2ratio 0.409698 htratio 1.01201
soup time 3996 pop 13397 ratio 1.0 space 32768 30 34741 4025 rule lifelib r2b7400c0s2aa1e0 sumpop 59250672 i 48  Pw2ratio 0.408844 htratio 1.00726
soup time 3996 pop 13293 ratio 1.0 space 32768 30 35463 4006 rule lifelib r2bcb80c0sa201e0 sumpop 54748368 i 42  Pw2ratio 0.40567 htratio 1.0025
soup time 3996 pop 13191 ratio 1.0 space 32768 30 33019 4040 rule lifelib r2b7680c0sa761e0 sumpop 66995664 i 28  Pw2ratio 0.402557 htratio 1.01101
soup time 3996 pop 12834 ratio 1.0 space 32768 30 33503 3971 rule lifelib r2b0500c0s6161e0 sumpop 63082308 i 18  Pw2ratio 0.391663 htratio 0.993744
soup time 3996 pop 12600 ratio 1.0 space 32768 30 32722 4024 rule lifelib r2b1902c0s8641e0 sumpop 92485272 i 18  Pw2ratio 0.384521 htratio 1.00701
soup time 3996 pop 12515 ratio 1.0 space 32768 30 34550 4003 rule lifelib r2b0a00c0s5d61e0 sumpop 61105476 i 42  Pw2ratio 0.381927 htratio 1.00175
soup time 3996 pop 12480 ratio 1.0 space 32768 30 32636 4016 rule lifelib r2b0500c0sae01e0 sumpop 51125364 i 22  Pw2ratio 0.380859 htratio 1.00501
soup time 3996 pop 12420 ratio 1.0 space 32768 30 34596 4020 rule lifelib r2bd600c0sf261e0 sumpop 59586048 i 9  Pw2ratio 0.379028 htratio 1.00601
soup time 3996 pop 12298 ratio 1.0 space 32768 30 32653 4016 rule lifelib r2b8480c0s5761e0 sumpop 63913944 i 38  Pw2ratio 0.375305 htratio 1.00501
soup time 3996 pop 11669 ratio 1.0 space 32768 30 33682 4011 rule lifelib r2b5d20c0s4581e0 sumpop 52485804 i 28  Pw2ratio 0.35611 htratio 1.00375
soup time 3996 pop 11422 ratio 1.0 space 32768 30 34458 4018 rule lifelib r2b76a0c0s5b01e0 sumpop 51023100 i 3  Pw2ratio 0.348572 htratio 1.00551
soup time 3996 pop 5480 ratio 1.0 space 32768 30 32651 1278 rule lifelib r2b3f0240sfd51e0 sumpop 25806912 i 15  Pw2ratio 0.167236 htratio 0.31982
soup time 3996 pop 5318 ratio 1.0 space 32768 30 32728 1260 rule lifelib r2b8c0240s5911e0 sumpop 23505768 i 38  Pw2ratio 0.162292 htratio 0.315315
soup time 3996 pop 5185 ratio 1.0 space 32768 30 32711 1280 rule lifelib r2b2a0240se591e0 sumpop 23368200 i 36  Pw2ratio 0.158234 htratio 0.32032
soup time 3996 pop 4852 ratio 1.0 space 32768 30 33257 2600 rule lifelib r2b704240s6409e0 sumpop 26240304 i 7  Pw2ratio 0.148071 htratio 0.650651
soup time 3996 pop 4601 ratio 1.0 space 32768 30 32598 5967 rule lifelib r2bef8440sa5b1e0 sumpop 23621028 i 31  Pw2ratio 0.140411 htratio 1.49324
