

soup time 2976 pop 6085 ratio 1.0 space 6000 30 6011 1831 rule lifelib r2b0000c0s0001f0 sumpop 19837104 i 1 
soup time 2976 pop 108 ratio 1.0 space 6000 30 3597 3000 rule lifelib r2b4t4s10t19 sumpop 626424 i 2 
soup time 2976 pop 0 ratio 0.0 space 6000 30 1 1 rule lifelib r2b000008s03ff00 sumpop 357960 i 3 
soup time 240 pop 699577 ratio 1.6 space 6000 30 6161 232 rule lifelib r2bfdec40sdf69e0 sumpop 113003784 i 4 
soup time 2976 pop 666 ratio 1.0 space 6000 30 5975 1253 rule lifelib r2b1f8240s8d29e0 sumpop 8206008 i 5 
soup time 2976 pop 1529 ratio 1.0 space 6000 30 5996 2588 rule lifelib r2b0001c0s0001e0 sumpop 4726632 i 6 
soup time 2976 pop 2164 ratio 1.0 space 6000 30 5886 2278 rule lifelib r2b0000c0s0001e0 sumpop 6538704 i 7 
soup time 2976 pop 5549 ratio 1.0 space 6000 30 5993 1759 rule lifelib r2b0000c0s0001f0 sumpop 18183864 i 8 
soup time 2976 pop 2077 ratio 1.0 space 6000 30 6161 2273 rule lifelib r2b0f00c0s01e1e0 sumpop 8206224 i 9 
soup time 2976 pop 965 ratio 0.8 space 6000 30 5877 60 rule lifelib r2b000420s03e670 sumpop 8527656 i 10 
soup time 2976 pop 164 ratio 0.3 space 6000 30 1935 -2 rule lifelib g3r2b000a20s05f5d0 sumpop 28616136 i 11 
soup time 2976 pop 438 ratio 1.0 space 6000 30 5618 29 rule lifelib r2b000060s00ee10 sumpop 1621104 i 12 
soup time 2976 pop 2131 ratio 1.0 space 6000 30 7655 2931 rule lifelib r2b0f00c0s01e1e0 sumpop 8408424 i 13 
soup time 2976 pop 84 ratio 1.0 space 6000 30 4035 987 rule lifelib g3r2b00e420s029f50 sumpop 648360 i 14 
soup time 504 pop 250626 ratio 1.3 space 6000 30 6112 314 rule lifelib g3r2b080080s05cbf0 sumpop 101255448 i 15 
soup time 384 pop 364964 ratio 1.4 space 6000 30 6026 258 rule lifelib r2b081200s01bff0 sumpop 104093760 i 16 
soup time 1128 pop 123926 ratio 1.4 space 6000 30 6154 333 rule lifelib g3r2b09c040s0791f0 sumpop 101098776 i 17 
soup time 1104 pop 120979 ratio 1.3 space 6000 30 6073 487 rule lifelib g3r2b09c040s0791f0 sumpop 101333616 i 18 
soup time 1104 pop 165319 ratio 2.0 space 6000 30 5197 270 rule lifelib r2b050680s077740 sumpop 101472072 i 19 
soup time 1248 pop 220337 ratio 3.6 space 6000 30 5787 286 rule lifelib r2b006300s01fb80 sumpop 104066520 i 20 
soup time 2976 pop 293 ratio 0.8 space 6000 30 5442 24 rule lifelib r2b002080s029f50 sumpop 1007472 i 21 
soup time 1272 pop 182405 ratio 2.9 space 6000 30 5973 278 rule lifelib r2b0c1d00s06b790 sumpop 102714912 i 22 
soup time 1296 pop 98761 ratio 1.3 space 6000 30 5977 258 rule lifelib r2b080040s06ade0 sumpop 100295592 i 23 
soup time 1248 pop 97072 ratio 1.2 space 6000 30 6038 221 rule lifelib r2b080040s06ade0 sumpop 101111496 i 24 

soup time 2976 pop 5839 ratio 1.0 space 6000 30 5962 1819 rule lifelib r2b0000c0s0001f0 sumpop 19012872 i 1 
soup time 2976 pop 12 ratio 0.9 space 6000 30 -1762 5 rule lifelib r2b4t4s10t19 sumpop 325824 i 2 
soup time 2976 pop 0 ratio 0.0 space 6000 30 1 1 rule lifelib r2b000008s03ff00 sumpop 309024 i 3 
soup time 240 pop 698089 ratio 1.6 space 6000 30 6155 230 rule lifelib r2bfdec40sdf69e0 sumpop 112391424 i 4 
soup time 2976 pop 608 ratio 1.0 space 6000 30 5736 1227 rule lifelib r2b1f8240s8d29e0 sumpop 8001576 i 5 
soup time 2976 pop 1670 ratio 1.0 space 6000 30 5966 2987 rule lifelib r2b0001c0s0001e0 sumpop 5142888 i 6 
soup time 2976 pop 2213 ratio 1.0 space 6000 30 5887 3021 rule lifelib r2b0000c0s0001e0 sumpop 6672576 i 7 
soup time 2976 pop 5754 ratio 1.0 space 6000 30 6003 1805 rule lifelib r2b0000c0s0001f0 sumpop 18789216 i 8 
soup time 2976 pop 2275 ratio 1.0 space 6000 30 6711 1002 rule lifelib r2b0f00c0s01e1e0 sumpop 8924808 i 9 
soup time 2976 pop 816 ratio 0.7 space 6000 30 5731 65 rule lifelib r2b000420s03e670 sumpop 8752392 i 10 
soup time 2976 pop 688 ratio 2.0 space 6000 30 1806 45 rule lifelib g3r2b000a20s05f5d0 sumpop 25915272 i 11 
soup time 2976 pop 554 ratio 1.0 space 6000 30 5558 31 rule lifelib r2b000060s00ee10 sumpop 1976496 i 12 
soup time 2976 pop 2089 ratio 1.0 space 6000 30 5871 2546 rule lifelib r2b0f00c0s01e1e0 sumpop 8483688 i 13 
soup time 2976 pop 78 ratio 1.0 space 6000 30 2047 505 rule lifelib g3r2b00e420s029f50 sumpop 599328 i 14 
soup time 504 pop 251556 ratio 1.2 space 6000 30 6163 302 rule lifelib g3r2b080080s05cbf0 sumpop 102798216 i 15 
soup time 384 pop 354248 ratio 1.3 space 6000 30 6039 259 rule lifelib r2b081200s01bff0 sumpop 102883392 i 16 
soup time 1176 pop 119698 ratio 1.4 space 6000 30 6090 582 rule lifelib g3r2b09c040s0791f0 sumpop 101105760 i 17 
soup time 1200 pop 119924 ratio 1.5 space 6000 30 6058 944 rule lifelib g3r2b09c040s0791f0 sumpop 102362424 i 18 
soup time 960 pop 188075 ratio 2.0 space 6000 30 5647 268 rule lifelib r2b050680s077740 sumpop 102355920 i 19 
soup time 1152 pop 229078 ratio 3.4 space 6000 30 6067 274 rule lifelib r2b006300s01fb80 sumpop 102876552 i 20 
soup time 2976 pop 378 ratio 0.9 space 6000 30 5555 1781 rule lifelib r2b002080s029f50 sumpop 1216176 i 21 
soup time 1536 pop 158256 ratio 3.1 space 6000 30 5804 329 rule lifelib r2b0c1d00s06b790 sumpop 100504296 i 22 
soup time 1368 pop 89712 ratio 1.3 space 6000 30 5967 256 rule lifelib r2b080040s06ade0 sumpop 100767384 i 23 
soup time 1272 pop 101746 ratio 1.3 space 6000 30 5969 263 rule lifelib r2b080040s06ade0 sumpop 101180352 i 24 

soup time 1104 pop 73323 ratio 1.0 space 76543 30 76546 713 rule lifelib r2b0000c0s0001f0 sumpop 100952520 i 1 
soup time 25488 pop 320 ratio 1.0 space 76543 30 83700 38291 rule lifelib r2b4t4s10t19 sumpop 12953760 i 2 
soup time 25488 pop 367 ratio 1.0 space 76543 30 81790 38297 rule lifelib r2b000008s03ff00 sumpop 13486800 i 3 
soup time 24 pop 2698361 ratio 1.3 space 76543 30 76568 80 rule lifelib r2bfdec40sdf69e0 sumpop 113013000 i 4 
soup time 2472 pop 8314 ratio 1.0 space 76543 30 76756 1103 rule lifelib r2b1f8240s8d29e0 sumpop 100117464 i 5 
soup time 4440 pop 22060 ratio 1.0 space 76543 30 76889 4496 rule lifelib r2b0001c0s0001e0 sumpop 100227264 i 6 
soup time 3480 pop 28417 ratio 1.0 space 76543 30 77390 3533 rule lifelib r2b0000c0s0001e0 sumpop 100329984 i 7 
soup time 1104 pop 72817 ratio 1.0 space 76543 30 76519 711 rule lifelib r2b0000c0s0001f0 sumpop 100741032 i 8 
soup time 2592 pop 28076 ratio 1.0 space 76543 30 77376 2637 rule lifelib r2b0f00c0s01e1e0 sumpop 100530072 i 9 
soup time 2232 pop 14116 ratio 1.0 space 76543 30 76220 6552 rule lifelib r2b000420s03e670 sumpop 100071840 i 10 
soup time 72 pop 1013812 ratio 0.9 space 76543 30 76529 81 rule lifelib g3r2b000a20s05f5d0 sumpop 102685248 i 11 
soup time 11976 pop 8012 ratio 1.0 space 76543 30 76217 35898 rule lifelib r2b000060s00ee10 sumpop 100188624 i 12 
soup time 2568 pop 28181 ratio 1.0 space 76543 30 77842 2617 rule lifelib r2b0f00c0s01e1e0 sumpop 100076880 i 13 
soup time 38256 pop 642 ratio 0.9 space 76543 30 74599 19137 rule lifelib g3r2b00e420s029f50 sumpop 31059576 i 14 
soup time 72 pop 1705089 ratio 1.3 space 76543 30 76576 107 rule lifelib g3r2b080080s05cbf0 sumpop 136016184 i 15 
soup time 48 pop 1904526 ratio 1.2 space 76543 30 76559 77 rule lifelib r2b081200s01bff0 sumpop 113824584 i 16 
soup time 120 pop 785264 ratio 1.1 space 76543 30 76559 145 rule lifelib g3r2b09c040s0791f0 sumpop 108694584 i 17 
soup time 120 pop 783679 ratio 1.0 space 76543 30 76550 132 rule lifelib g3r2b09c040s0791f0 sumpop 108871104 i 18 
soup time 144 pop 759828 ratio 1.1 space 76543 30 76520 92 rule lifelib r2b050680s077740 sumpop 116531256 i 19 
soup time 336 pop 383938 ratio 1.5 space 76543 30 76229 120 rule lifelib r2b006300s01fb80 sumpop 104094720 i 20 
soup time 23232 pop 4308 ratio 1.0 space 76543 30 76412 13953 rule lifelib r2b002080s029f50 sumpop 100100520 i 21 
soup time 264 pop 381888 ratio 1.1 space 76543 30 76527 111 rule lifelib r2b0c1d00s06b790 sumpop 104423928 i 22 
soup time 120 pop 763675 ratio 1.1 space 76543 30 76542 117 rule lifelib r2b080040s06ade0 sumpop 105044880 i 23 
soup time 120 pop 762358 ratio 1.1 space 76543 30 76523 122 rule lifelib r2b080040s06ade0 sumpop 105172200 i 24 

soup time 1104 pop 73913 ratio 1.0 space 76543 30 76530 717 rule lifelib r2b0000c0s0001f0 sumpop 101356488 i 1 
soup time 25536 pop 423 ratio 1.0 space 76543 30 70645 38301 rule lifelib r2b4t4s10t19 sumpop 15439872 i 2 
soup time 25512 pop 303 ratio 1.0 space 76543 30 88546 38299 rule lifelib r2b000008s03ff00 sumpop 12308856 i 3 
soup time 24 pop 2699015 ratio 1.3 space 76543 30 76570 75 rule lifelib r2bfdec40sdf69e0 sumpop 113014800 i 4 
soup time 2352 pop 8580 ratio 1.0 space 76543 30 76446 1060 rule lifelib r2b1f8240s8d29e0 sumpop 100135272 i 5 
soup time 4632 pop 21020 ratio 1.0 space 76543 30 79641 4688 rule lifelib r2b0001c0s0001e0 sumpop 100382112 i 6 
soup time 3432 pop 28808 ratio 1.0 space 76543 30 77214 3487 rule lifelib r2b0000c0s0001e0 sumpop 100460568 i 7 
soup time 1080 pop 74698 ratio 1.0 space 76543 30 76839 704 rule lifelib r2b0000c0s0001f0 sumpop 101031000 i 8 
soup time 2664 pop 27431 ratio 1.0 space 76543 30 77188 2706 rule lifelib r2b0f00c0s01e1e0 sumpop 100499616 i 9 
soup time 2112 pop 14366 ratio 1.0 space 76543 30 76450 6372 rule lifelib r2b000420s03e670 sumpop 100276872 i 10 
soup time 72 pop 1006448 ratio 0.9 space 76543 30 76537 81 rule lifelib g3r2b000a20s05f5d0 sumpop 102708624 i 11 
soup time 12624 pop 7584 ratio 1.0 space 76543 30 76314 25315 rule lifelib r2b000060s00ee10 sumpop 100013904 i 12 
soup time 2592 pop 28192 ratio 1.0 space 76543 30 77861 2637 rule lifelib r2b0f00c0s01e1e0 sumpop 100595712 i 13 
soup time 38256 pop 691 ratio 0.9 space 76543 30 75160 19146 rule lifelib g3r2b00e420s029f50 sumpop 33052200 i 14 
soup time 72 pop 1701724 ratio 1.3 space 76543 30 76560 110 rule lifelib g3r2b080080s05cbf0 sumpop 135882384 i 15 
soup time 48 pop 1900318 ratio 1.2 space 76543 30 76560 78 rule lifelib r2b081200s01bff0 sumpop 113525688 i 16 
soup time 120 pop 783970 ratio 1.1 space 76543 30 76588 146 rule lifelib g3r2b09c040s0791f0 sumpop 108638424 i 17 
soup time 120 pop 794560 ratio 1.1 space 76543 30 76589 153 rule lifelib g3r2b09c040s0791f0 sumpop 109375152 i 18 
soup time 144 pop 756444 ratio 1.1 space 76543 30 76283 89 rule lifelib r2b050680s077740 sumpop 115368024 i 19 
soup time 336 pop 371789 ratio 1.4 space 76543 30 76307 126 rule lifelib r2b006300s01fb80 sumpop 102917928 i 20 
soup time 22272 pop 4480 ratio 1.0 space 76543 30 75789 13402 rule lifelib r2b002080s029f50 sumpop 100060944 i 21 
